Epoch: [0][0/2049], lr: 0.00100	Time 6.475 (6.475)	Data 2.386 (2.386)	Loss 3.0469 (3.0469)	Prec@1 0.000 (0.000)	Prec@5 0.000 (0.000)
Epoch: [0][20/2049], lr: 0.00100	Time 0.053 (0.361)	Data 0.000 (0.114)	Loss 3.5674 (3.3466)	Prec@1 0.000 (9.524)	Prec@5 0.000 (47.619)
Epoch: [0][40/2049], lr: 0.00100	Time 0.056 (0.277)	Data 0.000 (0.122)	Loss 2.1349 (3.1276)	Prec@1 0.000 (9.756)	Prec@5 100.000 (56.098)
