Epoch: [0][0/218], lr: 0.00010	Time 14.959 (14.959)	Data 1.759 (1.759)	Loss 2.4810 (2.4810)	Prec@1 12.500 (12.500)	Prec@5 37.500 (37.500)
Epoch: [0][20/218], lr: 0.00010	Time 0.937 (1.626)	Data 0.000 (0.084)	Loss 2.1033 (2.3103)	Prec@1 37.500 (21.131)	Prec@5 87.500 (61.607)
Epoch: [0][40/218], lr: 0.00010	Time 1.037 (1.299)	Data 0.000 (0.043)	Loss 1.4911 (2.1075)	Prec@1 62.500 (28.659)	Prec@5 93.750 (72.866)
