Epoch: [0][0/48], lr: 0.00100	Time 36.967 (36.967)	Data 15.895 (15.895)	Loss 2.4832 (2.4832)	Prec@1 15.278 (15.278)	Prec@5 51.389 (51.389)
Epoch: [0][20/48], lr: 0.00100	Time 1.903 (3.619)	Data 0.000 (0.757)	Loss 1.8571 (2.0511)	Prec@1 38.889 (28.704)	Prec@5 86.111 (76.257)
Epoch: [0][40/48], lr: 0.00100	Time 1.917 (2.790)	Data 0.000 (0.388)	Loss 1.4398 (1.7660)	Prec@1 48.611 (39.058)	Prec@5 91.667 (83.740)
Test: [0/10]	Time 10.864 (10.864)	Loss 0.6531 (0.6531)	Prec@1 75.000 (75.000)	Prec@5 100.000 (100.000)
Testing Results: Prec@1 58.309 Prec@5 98.424 Loss 1.10432
Best Prec@1: 58.309

Epoch: [1][0/48], lr: 0.00100	Time 15.220 (15.220)	Data 13.306 (13.306)	Loss 1.3388 (1.3388)	Prec@1 52.778 (52.778)	Prec@5 97.222 (97.222)
Epoch: [1][20/48], lr: 0.00100	Time 1.902 (2.628)	Data 0.000 (0.634)	Loss 0.9317 (1.1652)	Prec@1 69.444 (61.045)	Prec@5 98.611 (95.966)
Epoch: [1][40/48], lr: 0.00100	Time 1.917 (2.282)	Data 0.000 (0.325)	Loss 0.9919 (1.0857)	Prec@1 66.667 (62.737)	Prec@5 100.000 (96.579)
Test: [0/10]	Time 8.663 (8.663)	Loss 0.4737 (0.4737)	Prec@1 81.944 (81.944)	Prec@5 100.000 (100.000)
Testing Results: Prec@1 69.484 Prec@5 99.713 Loss 0.80671
Best Prec@1: 69.484

Epoch: [2][0/48], lr: 0.00100	Time 12.960 (12.960)	Data 11.004 (11.004)	Loss 1.0222 (1.0222)	Prec@1 58.333 (58.333)	Prec@5 93.056 (93.056)
Epoch: [2][20/48], lr: 0.00100	Time 1.902 (2.507)	Data 0.000 (0.524)	Loss 1.0181 (0.9657)	Prec@1 56.944 (64.286)	Prec@5 97.222 (97.288)
